Characteristic;Category;Distribution;Dataset;Scope;URL;Index;explanation
Nationality;Foreign (Europe);2;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;2-2;Approximation basée sur la distribution typique des immigrés en France (30% Europe), adaptée à l'arrondissement.
Nationality;Foreign (Africa);3;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;3-3;Approximation basée sur la distribution typique des immigrés en France (37% Afrique), adaptée à l'arrondissement.
Nationality;Non-citizen (other regions);2;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;4-4;Approximation basée sur la distribution typique des immigrés en France (33% autres), adaptée à l'arrondissement.
Occupation;Farmers;0;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;1-1;Pourcentage d'agriculteurs, tel que publié.
Occupation;Artisans/Traders;2.2;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;2-2;Pourcentage d'artisans et commerçants, tel que publié.
Occupation;Professionals/Intellectuals;6.4;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;3-3;Correspond à 'Cadres et supérieurs' (4 %), tel que publié.
Occupation;Intermediate occupations;12.0;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;4-4;Correspond à 'Professions intermédiaires' (10 %), tel que publié.
Occupation;Employees;13.2;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;5-5;Correspond à 'Employés' (12 %), tel que publié.
Occupation;Laborers;11.0;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;6-6;Correspond à 'Ouvriers' (10 %), tel que publié.
Occupation;Unemployed;5.4;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;7-7;Pourcentage de chômeurs basé sur taux de chômage 8.5% de la population active (39.7%), soit environ 3.4% (normalisé).
Occupation;Retired;35.2;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;8-8;Correspond à 'Retraités' (32 %), tel que publié (normalisé).
Occupation;Inactive;14.6;INSEE – Recensement de la population (RP) 2020, parution 2023 (quartier Faubourg Paris);local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/quartier-faubourg-paris/;9-9;Le restant de 'Autres' après soustraction des chômeurs, soit environ 16.6% (normalisé).
Ideology;Left;31;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;1-1;Approximation basée sur la somme des votes pour les candidats de gauche au 1er tour, utilisé comme proxy pour le quartier Faubourg Paris.
Ideology;Central;29;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;2-2;Correspond aux votes pour Macron, utilisé comme proxy pour l'idéologie centrale dans le quartier Faubourg Paris.
Ideology;Right;36;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;3-3;Approximation basée sur la somme des votes pour les candidats de droite au 1er tour, utilisé comme proxy pour le quartier Faubourg Paris.
Ideology;Non-ideological;4;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;4-4;Approximation basée sur les votes pour Lassalle et votes blancs/nuls, utilisé comme proxy pour le quartier Faubourg Paris.
Ethnicity;No migration background;90;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;1-1;Approximation basée sur les données d'immigration de l'arrondissement de Roanne (proxy pour le quartier).
Ethnicity;Origin Europe;3;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;2-2;Approximation basée sur la distribution des origines immigrées.
Ethnicity;African Origin;5;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;3-3;Approximation basée sur la distribution des origines immigrées.
Ethnicity;Origin other regions;2;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;4-4;Approximation basée sur la distribution des origines immigrées.
MBTI;ISTJ;12.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;1-1;Proxy basé sur estimations typiques de distribution MBTI (moyenne des fourchettes US ajustée, pas de données spécifiques à la France ou au quartier).
MBTI;ISFJ;11.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;2-2;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INFJ;2;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;3-3;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INTJ;3;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;4-4;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ISTP;5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;5-5;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ISFP;7;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;6-6;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INFP;4.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;7-7;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INTP;4;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;8-8;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESTP;4.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;9-9;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESFP;6.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;10-10;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENFP;7;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;11-11;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENTP;4.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;12-12;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESTJ;10;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;13-13;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESFJ;11;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;14-14;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENFJ;3.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;15-15;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENTJ;3.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;16-16;Proxy basé sur estimations typiques de distribution MBTI.
